character	number	Freq.	Unicode	syllables	viet	English	VietOnly	thaiCognate	thaiMeaning	etymology
𣟮	3595	1651	U+237EE	1	mềm	soft; tender	TRUE			
别包	450	1652		2	biết bao	so much, so many				
别包	3071	1652		2	biết bao	so much, so many				
地	3596	1655	U+5730	1	địa	【earth, soil, ground】*	FALSE			
間	3614	1656	U+9593	1	gian	【space, interval; between】*	FALSE			
各位	93	1657		2	các vị	ladies and gentlemen, everybody; you (plural)				
各位	1937	1657		2	các vị	ladies and gentlemen, everybody; you (plural)				
分别	451	1661		2	phân biệt	to distinguish, to discern, to discriminate				
分别	1397	1661		2	phân biệt	to distinguish, to discern, to discriminate				
情形	837	1662		2	tình hình	situation				
情形	1259	1662		2	tình hình	situation				
回教	2356	1667		2	hồi giáo	islam				
回教	3358	1667		2	hồi giáo	islam				
曉别	452	1672		2	hiểu biết	to know, to be familiar with				
曉别	1873	1672		2	hiểu biết	to know, to be familiar with				
土	3616	1674	U+571F	1	thổ	earch; soil	FALSE			
朱𢧚	90	1681		2	cho nên	therefore, hence				
朱𢧚	445	1681		2	cho nên	therefore, hence				
塘庯	789	1685		2	đường phố	street				
塘庯	2712	1685		2	đường phố	street				
台爲	346	1692		2	thay vì	instead of				
台爲	2879	1692		2	thay vì	instead of				
姉㛪	575	1695		2	chị em	sisters; siblings				
姉㛪	930	1695		2	chị em	sisters; siblings				
皇帝	2835	1699		2	hoàng đế	emperor				
競	3619	1707	U+7AF6	1	cạnh	【to compete】*	FALSE			
地址	3599	1708		2	địa chỉ	address				
地址	3622	1708		2	địa chỉ	address				
主人	2007	1711		2	chủ nhân	master, owner				
主人	2783	1711		2	chủ nhân	master, owner				
𠾕𠳨	1737	1713		2	đòi hỏi	require				
參觀	1438	1716		2	tham quan	to go for a sightseeing				
參觀	2683	1716		2	tham quan	to go for a sightseeing				
爲牢	347	1718		2	vì sao	why				
爲牢	1282	1718		2	vì sao	why				
址	3621	1721	U+5740	1	chỉ	【site, location】*	FALSE	ชี้	point	From Proto-Vietic *cih (“to point”); probably related to Sino-Vietnamese word from 指 (“finger”). From Proto-Tai *ɟiːᶜ (“to point”), from Middle Chinese 指 (MC t͡ɕˠiɪX, “finger; to point; to indicate”). Cognate with Northern Thai ᨩᩦ᩶, Lao ຊີ້ (sī), Lü ᦋᦲᧉ (tsii2), Tai Dam ꪋꪲ꫁, Shan ၸီႉ (tsḭ̂i), Ahom 𑜋𑜣 (chī), Nong Zhuang jix. Compare Vietnamese chỉ, chĩa.
祖國	949	1724		2	tổ quốc	fatherland				
祖國	3189	1724		2	tổ quốc	fatherland				
失	3624	1725	U+5931	1	thất	【to lose; to make a mistake】*	FALSE			
曆	3627	1732	U+66C6	1	lịch	calendar	FALSE			
歷	3629	1732	U+6B77	1	lịch	【passing, successive, throughout; past, historic】*	FALSE			
他	3632	1735	U+4ED6	1	thà	rather, better	FALSE			
生𤯨	2295	1739		2	sinh sống	to live				
乙𖿱	3922	1740		2	út	youngest, smallest; little				
固條	32	1742		2	có điều	except, just, only that...				
固條	748	1742		2	có điều	except, just, only that...				
幸	3634	1748	U+5E78	1	hạnh	【luck, fortunate】*	FALSE			
杏	3637	1748	U+674F	1	hạnh	apricot tree	FALSE			
恪别	453	1750		2	khác biệt	different, unequal				
恪别	480	1750		2	khác biệt	different, unequal				
出	3639	1751	U+51FA	1	xuất	【to go out; to produce】*	FALSE			
營業	2959	1760		2	doanh nghiệp	trade, business				
營業	3742	1760		2	doanh nghiệp	trade, business				
及	3645	1764	U+53CA	1	cập	to land, to lay alongside; 【to reach, to arrive】*	FALSE			
𥾘	3648	1768	U+25F98	1	sợi	fibre; filament	TRUE			
特色	54	1771		2	đặc sắc	special, of special quality				
特色	3279	1771		2	đặc sắc	special, of special quality				
物體	2194	1798		2	vật thể	body, object				
物體	3082	1798		2	vật thể	body, object				
大使	1595	1805		2	đại sứ	ambassador				
大使	3327	1805		2	đại sứ	ambassador				
文明	724	1812		2	văn minh	civilization, culture, civilized, cultured				
文明	1556	1812		2	văn minh	civilization, culture, civilized, cultured				
算	3650	1813	U+7B97	1	toán	【to count, to calculate, to plan】*	FALSE			
払𤳇	2550	1828		2	chàng trai	fellow, lad				
払𤳇	3015	1828		2	chàng trai	fellow, lad				
一定	585	1829		2	nhất định	to decide; determined; inevitable				
一定	2280	1829		2	nhất định	to decide; determined; inevitable				
𢂞媄	916	1830		2	bố mẹ	mom and dad, parents				
𢂞媄	2769	1830		2	bố mẹ	mom and dad, parents				
𠫾步	280	1833		2	đi bộ	to walk (on foot); to stroll				
𠫾步	975	1833		2	đi bộ	to walk (on foot); to stroll				
𣋚𡢐	415	1834		2	hôm sau	the next day, the following day				
𣋚𡢐	1642	1834		2	hôm sau	the next day, the following day				
夾	3653	1835	U+593E	1	giáp	bordering, adjacent, near	FALSE			
漢	3659	1838	U+6F22	1	hán	【Chinese; Chinese language】*	FALSE			
工藝	732	1842		2	công nghệ	craft, industry				
工藝	2375	1842		2	công nghệ	craft, industry				
坊	3663	1843	U+574A	1	phường	ward, urban subdistrict	FALSE			
𨷶行	1105	1847		2	cửa hàng	shop, store				
𨷶行	1893	1847		2	cửa hàng	shop, store				
人類	1233	1860		2	nhân loại	mankind, humanity, human race				
人類	2008	1860		2	nhân loại	mankind, humanity, human race				
英	3664	1861	U+82F1	1	anh	England; english; 【brave, hero; petal, flower】*	FALSE			
語	3670	1867	U+8A9E	1	ngữ	【language】*	FALSE			
二	3676	1869	U+4E8C	1	nhì	【two】*	FALSE			
行客	1106	1876		2	hành khách	passenger				
行客	2056	1876		2	hành khách	passenger				
呐終	354	1878		2	nói chung	generally speaking				
呐終	2107	1878		2	nói chung	generally speaking				
茹碎	97	1879		2	nhà tôi	my husband, my wife; my house; my family				
茹碎	254	1879		2	nhà tôi	my husband, my wife; my house; my family				
𡀯情	924	1882		2	chuyện tình	romance				
𡀯情	1260	1882		2	chuyện tình	romance				
茹於	101	1886		2	nhà ở	dwelling, residential building				
茹於	255	1886		2	nhà ở	dwelling, residential building				
偀姉	140	1887		2	anh chị	elder brother and elder sister				
偀姉	931	1887		2	anh chị	elder brother and elder sister				
兜固	33	1893		2	đâu có	not at all				
兜固	1333	1893		2	đâu có	not at all				
歲𥘷	545	1895		2	tuổi trẻ	youth				
歲𥘷	895	1895		2	tuổi trẻ	youth				
豫	3680	1908	U+8C6B	1	dựa	to lean on; to stand against	FALSE			
盒	3682	1916	U+76D2	1	hộp	box, case	FALSE			
保險	2028	1925		2	bảo hiểm	insurance, to insure				
保險	3881	1925		2	bảo hiểm	insurance, to insure				
𣇜𤎜	1974	1928		2	buổi sáng	morning				
𣇜𤎜	2165	1928		2	buổi sáng	morning				
嫩	3684	1932	U+5AE9	1	non	young, tender, green; premature; mild	FALSE			
𡽫	3686	1932	U+21F6B	1	non	mountain	TRUE			
藝業	2376	1934		2	nghề nghiệp	occupation, profession, career				
藝業	2960	1934		2	nghề nghiệp	occupation, profession, career				
論	3690	1945	U+8AD6	1	luận	to debate, to discuss; essay	FALSE			
飛場	1081	1951		2	phi trường	airport				
飛場	2441	1951		2	phi trường	airport				
鬥爭	999	1955		2	đấu tranh	to fight, to struggle for				
鬥爭	3334	1955		2	đấu tranh	to fight, to struggle for				
統一	586	1958		2	thống nhất	united, to unite, to unify				
統一	2081	1958		2	thống nhất	united, to unite, to unify				
𨷶数	530	1959		2	cửa sổ	window				
𨷶数	1894	1959		2	cửa sổ	window				
蓮	3699	1964	U+84EE	1	sen	lotus, water lily	FALSE			
祝	3702	1965	U+795D	1	chúc	to wish so. sth.	FALSE			
𠬠𣅶	17	1967		2	một lúc	a moment				
𠬠𣅶	665	1967		2	một lúc	a moment				
聯係	2217	1972		2	liên hệ	to contact (someone), to connect				
聯係	3772	1972		2	liên hệ	to contact (someone), to connect				
主日	1829	1978		2	chủ nhật	sunday				
主日	2784	1978		2	chủ nhật	sunday				
都市	1855	1979		2	đô thị	city				
都市	2152	1979		2	đô thị	city				
茹𨷶	256	1981		2	nhà cửa	house, dwelling				
茹𨷶	1895	1981		2	nhà cửa	house, dwelling				
展	3707	1992	U+5C55	1	triển	【to open, to extend】*	FALSE			
太平	622	1993		2	thái bình	peace and secure				
太平	2309	1993		2	thái bình	peace and secure				
排學	1168	2009		2	bài học	lesson				
排學	1771	2009		2	bài học	lesson				
㗂呐	355	2019		2	tiếng nói	language, tongue				
㗂呐	776	2019		2	tiếng nói	language, tongue				
𡉕	3709	2036	U+21255	1	hòn	hill; small island; ball, piece	TRUE			
電子	2247	2037		2	điện tử	electron; electronic				
電子	2605	2037		2	điện tử	electron; electronic				
程度	1994	2045		2	trình độ	level, degree, standard				
程度	2315	2045		2	trình độ	level, degree, standard				
輪輪	1627	2048		2	luôn luôn	continously, always				
排欱	1772	2051		2	bài hát	song				
排欱	2075	2051		2	bài hát	song				
必然	3735	2053		2	tất nhiên	naturally, of course, inevitably				
必然	3767	2053		2	tất nhiên	naturally, of course, inevitably				
𣇞低	525	2054		2	giờ đây	now; nowadays				
𣇞低	1614	2054		2	giờ đây	now; nowadays				
欺芇	171	2056		2	khi nào	when				
欺芇	632	2056		2	khi nào	when				
權力	2619	2060		2	quyền lực	power, might, authority				
權力	3543	2060		2	quyền lực	power, might, authority				
件	3711	2062	U+4EF6	1	kiện	item; case; matter; to sue	FALSE			
近	3713	2065	U+8FD1	1	cận	near, close	FALSE			
巾	3716	2072	U+5DFE	1	khăn	towel	FALSE			
﨤憢	702	2082		2	gặp nhau	to meet each other				
﨤憢	1533	2082		2	gặp nhau	to meet each other				
舍	3719	2086	U+820D	1	xá	【house, dwelling】*	FALSE			
時節	221	2089		2	thời tiết	weather				
時節	2627	2089		2	thời tiết	weather				
詞	3721	2092	U+8A5E	1	từ	word; phrase	FALSE			
動物	2195	2094		2	động vật	animal				
動物	2926	2094		2	động vật	animal				
𢩮	3730	2099	U+22A6E	1	dắt	to lead; to tow; to guide	TRUE			
航空	66	2103		2	hàng không	aviation				
航空	1118	2103		2	hàng không	aviation				
學習	1169	2104		2	học tập	to study, to learn				
𣈜𡢐	364	2111		2	ngày sau	in a distant future				
𣈜𡢐	416	2111		2	ngày sau	in a distant future				
回音	2357	2112		2	hồi âm	to reply				
回音	3487	2112		2	hồi âm	to reply				
天下	2772	2118		2	thiên hạ	the whole (inhabited) world				
天下	3128	2118		2	thiên hạ	the whole (inhabited) world				
翁𦓅	108	2123		2	ông già	elderly man; father				
翁𦓅	2638	2123		2	ông già	elderly man; father				
咹㕵	1042	2128		2	ăn uống	to eat and drink; food intake				
咹㕵	2798	2128		2	ăn uống	to eat and drink; food intake				
𥘷𡥵	299	2132		2	trẻ con	child; childish				
𥘷𡥵	896	2132		2	trẻ con	child; childish				
預見	2484	2137		2	dự kiến	to predict, to foresee, to anticipate				
預見	2923	2137		2	dự kiến	to predict, to foresee, to anticipate				
𡎝	3731	2152	U+2139D	1	cõi	world; country, region	TRUE			
界限	2514	2154		2	giới hạn	limit; term; bound				
界限	3583	2154		2	giới hạn	limit; term; bound				
𠸜噲	902	2167		2	tên gọi	name				
𠸜噲	2066	2167		2	tên gọi	name				
豫𨕭	180	2171		2	dựa trên	to found (sth.) on				
豫𨕭	3681	2171		2	dựa trên	to found (sth.) on				
提及	3511	2173		2	đề cập	to mention something				
提及	3646	2173		2	đề cập	to mention something				
𢺺𢬣	1008	2196		2	chia tay	to say good bye; to go shares				
𢺺𢬣	3181	2196		2	chia tay	to say good bye; to go shares				
畢	3732	2199	U+7562	1	tất	all, whole; 【finish, complete】*	FALSE			
必	3734	2199	U+5FC5	1	tất	surely, of course	FALSE			
咍𪜀	10	2225		2	hay là	or				
咍𪜀	427	2225		2	hay là	or				
𢖵吏	208	2243		2	nhớ lại	to reminisce				
𢖵吏	1728	2243		2	nhớ lại	to reminisce				
𠓀𩈘	593	2245		2	trước mặt	in the presence of, facing, directly in front of so.				
𠓀𩈘	1241	2245		2	trước mặt	in the presence of, facing, directly in front of so.				
𣘃数	531	2247		2	cây số	milestone; kilometer				
𣘃数	1498	2247		2	cây số	milestone; kilometer				
能量	3390	2270		2	năng lượng	energy				
能量	3437	2270		2	năng lượng	energy				
噠𠸜	903	2273		2	đặt tên	to name, to give a name				
噠𠸜	1885	2273		2	đặt tên	to name, to give a name				
場學	1082	2280		2	trường học	school				
場學	1170	2280		2	trường học	school				
第	3737	2282	U+7B2C	1	đệ	【sequence, number】*	FALSE			
𣈜禮	365	2297		2	ngày lễ	holiday; feast-day				
𣈜禮	935	2297		2	ngày lễ	holiday; feast-day				
營	3740	2299	U+71DF	1	doanh	【to manage; barracks, casern, encampment】*	FALSE			
音聲	1338	2301		2	âm thanh	sound				
音聲	3488	2301		2	âm thanh	sound				
火	3750	2308	U+706B	1	hoả	【fire, flame; anger, rage】*	FALSE			
排報	1468	2315		2	bài báo	article (in a newspaper)				
排報	1773	2315		2	bài báo	article (in a newspaper)				
丕㖘	228	2335		2	vậy thì	therefore, so				
丕㖘	1306	2335		2	vậy thì	therefore, so				
版圖	1480	2336		2	bản đồ	(geographical) map				
版圖	2734	2336		2	bản đồ	(geographical) map				
𨅸頭	640	2338		2	đứng đầu	to head, to be at the head of				
𨅸頭	2128	2338		2	đứng đầu	to head, to be at the head of				
集合	3208	2340		2	tập hợp	collection				
海外	1269	2353		2	hải ngoại	abroad, overseas				
海外	2750	2353		2	hải ngoại	abroad, overseas				
𢷮㵋	374	2356		2	đổi mới	to innovate, to renovate				
𢷮㵋	3252	2356		2	đổi mới	to innovate, to renovate				
民数	532	2361		2	dân số	population				
民数	1026	2361		2	dân số	population				
凭證	619	2366		2	bằng chứng	evidence, proof				
凭證	3589	2366		2	bằng chứng	evidence, proof				
基本	1472	2367		2	cơ bản	base, foundation; basic, fundamental				
基本	2748	2367		2	cơ bản	base, foundation; basic, fundamental				
𡚢𡘯	761	2375		2	to lớn	big and tall; bulky; great				
𡚢𡘯	2889	2375		2	to lớn	big and tall; bulky; great				
喂	3754	2378	U+5582	1	ôi	oh	FALSE			
得	3756	2386	U+5F97	1	None		FALSE			
成分	472	2398		2	thành phần	ingredient; component; composition; social back-ground				
成分	1398	2398		2	thành phần	ingredient; component; composition; social back-ground				
旬禮	936	2399		2	tuần lễ	week				
旬禮	1786	2399		2	tuần lễ	week				
𤄯	3757	2400	U+2412F	1	trong	clear, pure	TRUE	ตรง	in / at	From Middle Vietnamese tlao᷄, from Proto-Vietic *k-lɔːŋ (“clear; limpid”).
𧿆	3759	2423	U+27FC6	1	dãy	row, chain, series	TRUE			
𠳐	3761	2433	U+20CD0	1	vâng	yes, all right	TRUE			
茹欱	257	2435		2	nhà hát	theatre				
茹欱	2076	2435		2	nhà hát	theatre				
評論	1889	2441		2	bình luận	to comment on				
評論	3691	2441		2	bình luận	to comment on				
然	3764	2445	U+7136	1	nhiên	【so, like that】*	FALSE			
外國	950	2469		2	ngoại quốc	alien, foreign country				
外國	1270	2469		2	ngoại quốc	alien, foreign country				
㛪𡮣	576	2476		2	em bé	little child; baby				
㛪𡮣	2141	2476		2	em bé	little child; baby				
言	3768	2478	U+8A00	1	ngôn	【speech; to speak】*	FALSE			
易傷	1488	2487		2	dễ thương	lovely, likeable, nice				
易傷	2700	2487		2	dễ thương	lovely, likeable, nice				
分芇	633	2488		2	phần nào	to some extent, to a certain degree				
分芇	1399	2488		2	phần nào	to some extent, to a certain degree				
祖先	3125	2493		2	tổ tiên	ancestor, forefather				
祖先	3190	2493		2	tổ tiên	ancestor, forefather				
工業	733	2494		2	công nghiệp	industry				
工業	2961	2494		2	công nghiệp	industry				
𤄯𤎜	1975	2506		2	trong sáng	pure, bright				
𤄯𤎜	3758	2506		2	trong sáng	pure, bright				
𠓨曠	131	2507		2	vào khoảng	about, around, circa				
𠓨曠	1423	2507		2	vào khoảng	about, around, circa				
民廊	1027	2508		2	dân làng	villager, villagers				
民廊	1453	2508		2	dân làng	villager, villagers				
係	3770	2511	U+4FC2	1	hệ	【to relate to, to connect】*	FALSE			
系	3774	2511	U+7CFB	1	hệ	system, branch	FALSE			
教員	1445	2522		2	giáo viên	teacher, instructor				
教員	3359	2522		2	giáo viên	teacher, instructor				
學者	1171	2524		2	học giả	scholar, literary man				
學者	3226	2524		2	học giả	scholar, literary man				
𪰂𠓀	594	2536		2	phía trước	in the front				
𪰂𠓀	1996	2536		2	phía trước	in the front				
𠫾𨔈	281	2542		2	đi chơi	to go out; to be out				
𠫾𨔈	2188	2542		2	đi chơi	to go out; to be out				
海軍	2327	2546		2	hải quân	naval forces, navy				
海軍	2751	2546		2	hải quân	naval forces, navy				
𨷑頭	641	2547		2	mở đầu	to initiate, to begin, to start				
𨷑頭	2084	2547		2	mở đầu	to initiate, to begin, to start				
總共	514	2553		2	tổng cộng	in total, altogether				
總共	1492	2553		2	tổng cộng	in total, altogether				
𠬃𠫾	282	2555		2	bỏ đi	to leave				
𠬃𠫾	1909	2555		2	bỏ đi	to leave				
