number	Freq.	Unicode	Text	syllables	QN	English
3507	2800.00		題出	2	đề xuất	to put forward (for discussion)
3643	2800.00		題出	2	đề xuất	to put forward (for discussion)
67	2806.00		空牢	2	không sao	no problem, never mind, it's okay, you're welcome
1283	2806.00		空牢	2	không sao	no problem, never mind, it's okay, you're welcome
2503	2831.00		𧁷𠹾	2	khó chịu	grumpy; unbearable
2585	2831.00		𧁷𠹾	2	khó chịu	grumpy; unbearable
3795	2840.00	U+4E94	五	1	ngũ	【five】*
3798	2846.00	U+554F	問	1	vấn	【to ask, to inquire】*
546	2858.00		𥘷歲	2	trẻ tuổi	young in age
897	2858.00		𥘷歲	2	trẻ tuổi	young in age
1043	2872.00		咹粓	2	ăn cơm	to eat a meal
3192	2872.00		咹粓	2	ăn cơm	to eat a meal
1524	2888.00		心神	2	tâm thần	mind, mental
2696	2888.00		心神	2	tâm thần	mind, mental
2628	2900.00		節目	2	tiết mục	program item
3448	2900.00		節目	2	tiết mục	program item
1346	2902.00		清查	2	thanh tra	to inspect, to investigate
3811	2902.00		清查	2	thanh tra	to inspect, to investigate
300	2911.00		𡥵𡮣	2	con bé	gal, little girl, little miss
2143	2911.00		𡥵𡮣	2	con bé	gal, little girl, little miss
3531	2916.00		詞典	2	từ điển	dictionary (of words)
3722	2916.00		詞典	2	từ điển	dictionary (of words)
2442	2925.00		飛機	2	phi cơ	airplane
2744	2925.00		飛機	2	phi cơ	airplane
506	2931.00		𠬃戈	2	bỏ qua	to leave well alone, to let pass unnoticed
1910	2931.00		𠬃戈	2	bỏ qua	to leave well alone, to let pass unnoticed
1931	2954.00		提防	2	đề phòng	to take precautions, to beware
3512	2954.00		提防	2	đề phòng	to take precautions, to beware
1173	2961.00		小學	2	tiểu học	primary education
3416	2961.00		小學	2	tiểu học	primary education
222	2965.00		暫時	2	tạm thời	provisional; temporary; for the time being
3315	2965.00		暫時	2	tạm thời	provisional; temporary; for the time being
2114	2968.00		𢮪攎	2	chọn lựa	to select, to choose
3863	2968.00		𢮪攎	2	chọn lựa	to select, to choose
1534	2969.00		扒﨤	2	bắt gặp	to run into someone, to come across so.
2134	2969.00		扒﨤	2	bắt gặp	to run into someone, to come across so.
124	2976.00		𦤾坭	2	đến nơi	to arrive; to be about to do sth.
831	2976.00		𦤾坭	2	đến nơi	to arrive; to be about to do sth.
3150	2982.00		嘲𢜠	2	chào mừng	to welcome someone; in honor of
3474	2982.00		嘲𢜠	2	chào mừng	to welcome someone; in honor of
1729	2990.00		想𢖵	2	tưởng nhớ	to memorize
1745	2990.00		想𢖵	2	tưởng nhớ	to memorize
3802	2996.00	U+6068	恨	1	hận	hatred; resentiment
3805	3007.00	U+9280	銀	1	ngân	【money, cash】*
3808	3013.00	U+74E6	瓦	1	ngói	tile
161	3016.00		自動	2	tự động	automatic
2927	3016.00		自動	2	tự động	automatic
2038	3018.00		區庯	2	khu phố	quarter (of a city)
2713	3018.00		區庯	2	khu phố	quarter (of a city)
1174	3024.00		哲學	2	triết học	philosophy
3036	3028.00		不幸	2	bất hạnh	unlucky, unfortunate
3636	3028.00		不幸	2	bất hạnh	unlucky, unfortunate
454	3031.00		别兜	2	biết đâu	who knows, goodness knows
1334	3031.00		别兜	2	biết đâu	who knows, goodness knows
377	3044.00		𨅸𨖲	2	đứng lên	to stand up, rise
2129	3044.00		𨅸𨖲	2	đứng lên	to stand up, rise
1108	3050.00		執行	2	chấp hành	to implement, to execute, to carry out
3789	3050.00		執行	2	chấp hành	to implement, to execute, to carry out
2166	3072.00		𣇜最	2	buổi tối	evening
2398	3072.00		𣇜最	2	buổi tối	evening
976	3073.00		步隊	2	bộ đội	(communist) soldier
2266	3073.00		步隊	2	bộ đội	(communist) soldier
1609	3087.00		朝代	2	triều đại	dynasty
2090	3087.00		朝代	2	triều đại	dynasty
259	3115.00		茹囚	2	nhà tù	prison
1856	3121.00		故都	2	cố đô	former capital, ancient capital
223	3125.00		時𣇞	2	thì giờ	time
1615	3125.00		時𣇞	2	thì giờ	time
1242	3126.00		𩈘陣	2	mặt trận	front, battle front
2652	3126.00		𩈘陣	2	mặt trận	front, battle front
1001	3128.00		爭論	2	tranh luận	to discuss, to debate vigorously
3692	3128.00		爭論	2	tranh luận	to discuss, to debate vigorously
1175	3154.00		史學	2	sử học	history (field of study)
3319	3154.00		史學	2	sử học	history (field of study)
417	3165.00		𡢐低	2	sau đây	hereafter, following
526	3165.00		𡢐低	2	sau đây	hereafter, following
2029	3202.00		保助	2	bảo trợ	to sponsor
3409	3202.00		保助	2	bảo trợ	to sponsor
1512	3203.00		𥹰𠁀	2	lâu đời	long-standing
1917	3203.00		𥹰𠁀	2	lâu đời	long-standing
1946	3225.00		𡦂漢	2	chữ hán	Chinese writing system; Chinese characters
3660	3225.00		𡦂漢	2	chữ hán	Chinese writing system; Chinese characters
2684	3249.00		參考	2	tham khảo	to consult; consultation
3850	3249.00		參考	2	tham khảo	to consult; consultation
1622	3259.00		身體	2	thân thể	(human) body
3083	3259.00		身體	2	thân thể	(human) body
3809	3268.00	U+67E5	查	1	tra	to seek, to look up (in a dictionary); to investigate
2196	3274.00		物料	2	vật liệu	material
3200	3274.00		物料	2	vật liệu	material
2259	3285.00		𡑝𠖤	2	sân bay	Airport
3814	3290.00	U+5583	喃	1	nôm	nôm
3438	3303.00		能力	2	năng lực	ability, capability
3544	3303.00		能力	2	năng lực	ability, capability
2242	3333.00		加入	2	gia nhập	to adhere; to accede
3428	3333.00		加入	2	gia nhập	to adhere; to accede
3816	3338.00	U+8DEA	跪	1	quỳ	to kneel
172	3347.00		𣦍欺	2	ngay khi	instantly
1374	3347.00		𣦍欺	2	ngay khi	instantly
2197	3364.00		生物	2	sinh vật	creature, animate being
2297	3364.00		生物	2	sinh vật	creature, animate being
2153	3366.00		超市	2	siêu thị	supermarket
2108	3370.00		終結	2	chung kết	final, finals
3106	3370.00		終結	2	chung kết	final, finals
55	3375.00		特點	2	đặc điểm	characteristic, feature
1695	3375.00		特點	2	đặc điểm	characteristic, feature
533	3376.00		指数	2	chỉ số	index, index number
2803	3376.00		指数	2	chỉ số	index, index number
3817	3378.00	U+708A	炊	1	sôi	to boil
3819	3394.00	U+7523	産	1	sản	【to give birth】*
1229	3405.00		併算	2	tính toán	to calculate, to count
3651	3405.00		併算	2	tính toán	to calculate, to count
1310	3407.00		妝點	2	trang điểm	to beautify, to make up
1696	3407.00		妝點	2	trang điểm	to beautify, to make up
1028	3417.00		魚民	2	ngư dân	fisher
3785	3417.00		魚民	2	ngư dân	fisher
3271	3424.00		製作	2	chế tác	to invent, to create
3527	3424.00		製作	2	chế tác	to invent, to create
336	3427.00		𧼋遶	2	chạy theo	to run after
1981	3427.00		𧼋遶	2	chạy theo	to run after
1635	3429.00		製造	2	chế tạo	to manufacture
3528	3429.00		製造	2	chế tạo	to manufacture
418	3431.00		𡢐共	2	sau cùng	at the very end
515	3431.00		𡢐共	2	sau cùng	at the very end
3826	3439.00	U+5B54	孔	1	khổng	【emptiness, hollow, hole, opening】*
3829	3446.00	U+6C7A	決	1	quyết	to decide, to determine
1109	3452.00		行星	2	hành tinh	planet
3376	3452.00		行星	2	hành tinh	planet
623	3461.00		平安	2	bình an	peace, security
2337	3461.00		平安	2	bình an	peace, security
2189	3469.00		圖𨔈	2	đồ chơi	toy, plaything
2735	3469.00		圖𨔈	2	đồ chơi	toy, plaything
437	3472.00		常年	2	thường niên	annual, yearly
1151	3472.00		常年	2	thường niên	annual, yearly
134	3483.00		𠃣𡗉	2	ít nhiều	a little
2431	3483.00		𠃣𡗉	2	ít nhiều	a little
1029	3487.00		殖民	2	thực dân	colonial
3286	3495.00		氣候	2	khí hậu	climate
657	3505.00		改革	2	cải cách	to reform, to innovate
3846	3505.00		改革	2	cải cách	to reform, to innovate
1350	3513.00		古典	2	cổ điển	classic, classical
3532	3513.00		古典	2	cổ điển	classic, classical
2310	3516.00		太子	2	thái tử	crown prince
2606	3516.00		太子	2	thái tử	crown prince
44	3523.00		𢧚𠊛	2	nên người	to become a good person
446	3523.00		𢧚𠊛	2	nên người	to become a good person
45	3529.00		𠊛𠸗	2	người xưa	the ancients, ancient people
2564	3529.00		𠊛𠸗	2	người xưa	the ancients, ancient people
798	3534.00		天堂	2	thiên đường	paradise, heaven, elysium
2773	3534.00		天堂	2	thiên đường	paradise, heaven, elysium
3833	3543.00	U+58D3	壓	1	áp	to press against, to oppress
2515	3545.00		界性	2	giới tính	gender
3051	3546.00		考究	2	khảo cứu	to study, to carry out scientific research
3851	3546.00		考究	2	khảo cứu	to study, to carry out scientific research
1924	3577.00		房客	2	phòng khách	living room, lounge
2057	3577.00		房客	2	phòng khách	living room, lounge
2928	3594.00		動詞	2	động từ	verb
3723	3594.00		動詞	2	động từ	verb
1110	3617.00		行廊	2	hành lang	corridor, passage, gallery
1454	3617.00		行廊	2	hành lang	corridor, passage, gallery
3151	3621.00		祝𢜠	2	chúc mừng	to congratulate
3703	3621.00		祝𢜠	2	chúc mừng	to congratulate
1144	3632.00		姅𣎀	2	nửa đêm	midnight; in the middle of the night
1862	3632.00		姅𣎀	2	nửa đêm	midnight; in the middle of the night
1939	3634.00		香味	2	hương vị	taste, aromatic flavour
2253	3634.00		香味	2	hương vị	taste, aromatic flavour
306	3643.00		在𡊲	2	tại chỗ	right away, immediately, on the spot
2272	3643.00		在𡊲	2	tại chỗ	right away, immediately, on the spot
964	3652.00		最高	2	tối cao	supreme, top-level, utmost
2399	3652.00		最高	2	tối cao	supreme, top-level, utmost
230	3657.00		𢆥𠸗	2	năm xưa	long ago
2565	3657.00		𢆥𠸗	2	năm xưa	long ago
1176	3674.00		學院	2	học viện	institute
2663	3674.00		學院	2	học viện	institute
2504	3678.00		𠹾𧁷	2	chịu khó	to take pains
2586	3678.00		𠹾𧁷	2	chịu khó	to take pains
18	3681.00		𠬠𠃣	2	một ít	a little bit, a tiny bit
2432	3681.00		𠬠𠃣	2	một ít	a little bit, a tiny bit
3502	3690.00		陰謀	2	âm mưu	plot
1217	3695.00		動坦	2	động đất	earthquake, seism
2929	3695.00		動坦	2	động đất	earthquake, seism
853	3701.00		錢𩈘	2	tiền mặt	cash
1243	3701.00		錢𩈘	2	tiền mặt	cash
209	3703.00		𤯩吏	2	sống lại	to resurrect
432	3703.00		𤯩吏	2	sống lại	to resurrect
1177	3712.00		化學	2	hoá học	chemistry
2490	3712.00		化學	2	hoá học	chemistry
328	3754.00		民事	2	dân sự	civilian
1030	3754.00		民事	2	dân sự	civilian
366	3775.00		常𣈜	2	thường ngày	everyday
1152	3775.00		常𣈜	2	thường ngày	everyday
1313	3778.00		認𠳒	2	nhận lời	to accept, to agree
1329	3778.00		認𠳒	2	nhận lời	to accept, to agree
1178	3794.00		𠰺學	2	dạy học	to teach (at a school)
2970	3794.00		𠰺學	2	dạy học	to teach (at a school)
1126	3795.00		色𢢲	2	sắc đẹp	beauty, glamour
3280	3795.00		色𢢲	2	sắc đẹp	beauty, glamour
34	3797.00		固歲	2	có tuổi	advanced in years, aged
547	3797.00		固歲	2	có tuổi	advanced in years, aged
1153	3807.00		不常	2	bất thường	unusual, extraordinary, special
3037	3807.00		不常	2	bất thường	unusual, extraordinary, special
1284	3846.00		𠶢牢	2	dù sao	anyhow; anyway
1580	3846.00		𠶢牢	2	dù sao	anyhow; anyway
1473	3877.00		本地	2	bản địa	native, indigenous; vernacular
3600	3877.00		本地	2	bản địa	native, indigenous; vernacular
367	3892.00		班𣈜	2	ban ngày	during the day, in the daytime
1846	3892.00		班𣈜	2	ban ngày	during the day, in the daytime
1925	3898.00		房𥄬	2	phòng ngủ	bedroom
2985	3898.00		房𥄬	2	phòng ngủ	bedroom
2664	3900.00		下院	2	hạ viện	Lower House, House of Commons (UK), House of Representatives (USA)
3129	3900.00		下院	2	hạ viện	Lower House, House of Commons (UK), House of Representatives (USA)
428	3915.00		咍牢	2	hay sao	isn't it?
1285	3915.00		咍牢	2	hay sao	isn't it?
188	3918.00		𢣂𫥨	2	nghĩ ra	to recall; to think sth. out
1460	3918.00		𢣂𫥨	2	nghĩ ra	to recall; to think sth. out
1493	3935.00		總結	2	tổng kết	to sum up, to conclude; summary
3107	3935.00		總結	2	tổng kết	to sum up, to conclude; summary
1738	3960.00		𠳨探	2	hỏi thăm	to ask after, inquire about (someone)
2706	3960.00		𠳨探	2	hỏi thăm	to ask after, inquire about (someone)
40	3965.00		仍𦓡	2	nhưng mà	but
199	3965.00		仍𦓡	2	nhưng mà	but
1486	3966.00		注釋	2	chú thích	annotation, to annotate (a text)
1766	3966.00		注釋	2	chú thích	annotation, to annotate (a text)
56	3969.00		特産	2	đặc sản	(regional) specialty
3824	3969.00		特産	2	đặc sản	(regional) specialty
2523	3975.00		偨教	2	thầy giáo	schoolmaster
3360	3975.00		偨教	2	thầy giáo	schoolmaster
1123	3999.00		𦖑𠳒	2	nghe lời	to take someone's advice, to listen to someone
1314	3999.00		𦖑𠳒	2	nghe lời	to take someone's advice, to listen to someone
19	4002.00		𠬠堆	2	một đôi	a few, some
2383	4002.00		𠬠堆	2	một đôi	a few, some
965	4025.00		高原	2	cao nguyên	plateau
1569	4025.00		高原	2	cao nguyên	plateau
1758	4029.00		屬地	2	thuộc địa	colony, annexed territory
3601	4029.00		屬地	2	thuộc địa	colony, annexed territory
3602	4030.00		地獄	2	địa ngục	hell
1746	4038.00		連想	2	liên tưởng	to associate, to make associations
2212	4038.00		連想	2	liên tưởng	to associate, to make associations
553	4039.00		次長	2	thứ trưởng	vice minister
1092	4039.00		次長	2	thứ trưởng	vice minister
3836	4045.00	U+5112	儒	1	nho	【Confucian scholar】*
467	4071.00		城市	2	thành thị	urban area, town
2154	4071.00		城市	2	thành thị	urban area, town
181	4090.00		𠸥𨕭	2	kể trên	above-mentioned, above-said, above
1426	4090.00		𠸥𨕭	2	kể trên	above-mentioned, above-said, above
642	4107.00		𨀈頭	2	bước đầu	first step; initially
2105	4107.00		𨀈頭	2	bước đầu	first step; initially
2421	4118.00		打式	2	đánh thức	to wake (someone)
2725	4118.00		打式	2	đánh thức	to wake (someone)
2726	4149.00		方式	2	phương thức	procedure, method
2853	4149.00		方式	2	phương thức	procedure, method
1347	4161.00		清算	2	thanh toán	to liquidate, to clear accounts
3652	4161.00		清算	2	thanh toán	to liquidate, to clear accounts
3845	4212.00	U+6539	改	1	cải	to change, to alter, to reform, to correct
1898	4227.00		起義	2	khởi nghĩa	uprising
3849	4239.00	U+8003	考	1	khảo	【to verify, to test, to examine】*
966	4243.00		提高	2	đề cao	to heighten; to think highly of
3513	4243.00		提高	2	đề cao	to heighten; to think highly of
20	4265.00		𡥵𠬠	2	con một	the only child
301	4265.00		𡥵𠬠	2	con một	the only child
1400	4267.00		多分	2	đa phần	most; mostly, for the most part
3562	4267.00		多分	2	đa phần	most; mostly, for the most part
1127	4268.00		𢢲𤳇	2	đẹp trai	handsome
3016	4268.00		𢢲𤳇	2	đẹp trai	handsome
548	4299.00		𡮈歲	2	nhỏ tuổi	still very young (in age)
1139	4299.00		𡮈歲	2	nhỏ tuổi	still very young (in age)
173	4314.00		𠃣欺	2	ít khi	rarely, seldom
2433	4314.00		𠃣欺	2	ít khi	rarely, seldom
489	4316.00		滝渃	2	sông nước	waterway, water route
2407	4316.00		滝渃	2	sông nước	waterway, water route
1985	4317.00		盤蹎	2	bàn chân	foot
2939	4317.00		盤蹎	2	bàn chân	foot
952	4324.00		國語	2	quốc ngữ	national language; national script
3672	4324.00		國語	2	quốc ngữ	national language; national script
490	4332.00		渃花	2	nước hoa	perfume
752	4332.00		渃花	2	nước hoa	perfume
1119	4337.00		噠航	2	đặt hàng	to place an order
1886	4337.00		噠航	2	đặt hàng	to place an order
1244	4347.00		﨤𩈘	2	gặp mặt	to meet (in person)
1535	4347.00		﨤𩈘	2	gặp mặt	to meet (in person)
1179	4361.00		生學	2	sinh học	biology (science)
2298	4361.00		生學	2	sinh học	biology (science)
11	4364.00		或𪜀	2	hoặc là	or; either
1239	4364.00		或𪜀	2	hoặc là	or; either
534	4376.00		数𠃣	2	số ít	singular; minority
2434	4376.00		数𠃣	2	số ít	singular; minority
2198	4388.00		圖物	2	đồ vật	things, objects
2736	4388.00		圖物	2	đồ vật	things, objects
398	4407.00		史册	2	sử sách	books of history and legends
3320	4407.00		史册	2	sử sách	books of history and legends
260	4411.00		茹伤	2	nhà thương	hospital
1636	4414.00		人造	2	nhân tạo	artificial
2009	4414.00		人造	2	nhân tạo	artificial
210	4421.00		𢣂吏	2	nghĩ lại	to reconsider, to change one's mind, to have second thoughts
1461	4421.00		𢣂吏	2	nghĩ lại	to reconsider, to change one's mind, to have second thoughts
491	4422.00		渃㕵	2	nước uống	drinking water
2799	4422.00		渃㕵	2	nước uống	drinking water
3854	4435.00	U+4E43	乃	1	nấy	that (one), that (person or thing)
703	4450.00		打憢	2	đánh nhau	to fight, to battle (against each other)
2422	4450.00		打憢	2	đánh nhau	to fight, to battle (against each other)
3361	4454.00		教皇	2	giáo hoàng	pope
1093	4466.00		船長	2	thuyền trưởng	captain, ship captain
3177	4466.00		船長	2	thuyền trưởng	captain, ship captain
3321	4477.00		小史	2	tiểu sử	biography, history
3417	4477.00		小史	2	tiểu sử	biography, history
1899	4494.00		定義	2	định nghĩa	definition
2282	4494.00		定義	2	định nghĩa	definition
765	4500.00		埃乃	2	ai nấy	each and every, everyone, one and all
3855	4500.00		埃乃	2	ai nấy	each and every, everyone, one and all
1911	4505.00		𠬃𧼋	2	bỏ chạy	to run away
1982	4505.00		𠬃𧼋	2	bỏ chạy	to run away
535	4517.00		数料	2	số liệu	data
3201	4517.00		数料	2	số liệu	data
481	4530.00		恪常	2	khác thường	especial, extraordinary
1154	4530.00		恪常	2	khác thường	especial, extraordinary
944	4533.00		𥆾終	2	nhìn chung	as a whole, all in all
2109	4533.00		𥆾終	2	nhìn chung	as a whole, all in all
2299	4538.00		回生	2	hồi sinh	reanimate
2358	4538.00		回生	2	hồi sinh	reanimate
3549	4560.00		内地	2	nội địa	inland, domestic
3603	4560.00		内地	2	nội địa	inland, domestic
1715	4605.00		義務	2	nghĩa vụ	duty, obligation
1900	4605.00		義務	2	nghĩa vụ	duty, obligation
1747	4611.00		感想	2	cảm tưởng	impression
3022	4611.00		感想	2	cảm tưởng	impression
918	4612.00		庄勤	2	chẳng cần	not to need
1658	4612.00		庄勤	2	chẳng cần	not to need
35	4615.00		固𫯳	2	có chồng	to be married (woman)
