index	sequence_index	section	thai	phonetic	register	definition	note	custom-note
1392	12	70	ตอบไม่ได้จริงๆ	dtɔ̀ɔp mâi-dâi jing-jing (		I) really can’t answer. / (I) really can’t say.		
1393	13	70	(มัน)เป็นเรื่องของฉัน	(man) bpen rʉ̂ang kɔ̌ɔng chǎn		It’s my business. / That’s my business. (used when someone asks you something too personal, etc.)		
1394	14	70	มีผู้ช่วยด้วย	mii pûu-chûai dûai		I have a helper. / I have someone to help me. / I have an assistant.	Adding ด้วย (dûai) here gives the meaning that the person normal y doesn’t have a helper.	
1395	15	70	เคยเห็นในหนัง	... kəəi hěn nai nǎng...		(I) (once) saw it in a movie(…)		
1396	16	70	ต้องขับรถกลับ(บ้าน)	dtɔ̂ng kàp-rót glàp(bâan) (		I) have to drive home/back.		
1397	17	70	รักที่สุดในโลก	rák tîi-sùt nai lôok		I love you more than anything in this world! / I love you so much!		
1398	18	70	เอาใหม่	ao mài	INFORMAL	Try it again. / Once more.	Be careful to say ใหม่ (mài) with a fal ing tone. Otherwise, it might sound like you are asking if someone wants something.	
1399	19	70	ไม่ค่อยมีเงิน	mâi-kɔ̂i mii ngən		I don’t have much money. / I’m short on cash.		
1400	20	70	ฉันเขินนะ	chan kə̌ən ná		I’m shy. / I’m embarrassed. (blushing)		
1401	1	71	ตั้งสติไว้	dtâng sà-dtì wái		Get a grip! / Come to your senses! / Pull yourself together!	The literal meaning is ‘set up your consciousness/mind’.	
1402	2	71	ฉันเป็นหนี้บุญคุณเขา(มาก)	chǎn bpen-nîi-bun-kun kǎo (mâak)	SEMI-LITERARY	I’m (very) indebted to him. / I’m feel (very) grateful to him. / I owe him a lot.		
1403	3	71	จุดแข็งของคุณคืออะไร(ครับ)	jùt-kɛ̌ng kɔ̌ɔng kun kʉʉ à-rai (kráp)		What’s your strong point/strength?		
1404	4	71	จุดอ่อนของคุณคืออะไร(ครับ)	jùt-ɔ̀ɔn kɔ̌ɔng kun kʉʉ à-rai (kráp)		What’s your weak point/weakness?		
1405	5	71	ไอ้สารเลว	âi sǎa-rá-leeo (	VULGAR	You) Bastard! / Son of a bitch!	The literal meaning of this expression doesn’t sound  very strong at all. It means ‘bad content/substance’.	
1406	6	71	ฉันเกลียดแก	chǎn glìat gɛɛ		I hate you! / I can’t stand you!		
1407	7	71	สิ่งเดียวที่ผมทำได้(คือ)	... sìng diao tîi pom tam dâi (kʉʉ)…		The only thing I could do is… / The only thing I can do is…		
1408	8	71	…ซึ่งก็คือ	...  …sʉ̂ng gɔ̂ɔ kʉʉ...	SEMI-LITERARY	…which is…		
1409	9	71	(มันดีมากๆ)อยู่พักนึง	(man dii mâak-mâak) yùu pák-nʉ̀ng (		It was really great) for a while.		
1410	10	71	นิยามของคำว่า () คืออะไร	ní-yaam kɔ̌ɔng kam wâa () kʉʉ à-rai	FORMAL/LITERARY	What’s the definition of ()? / What does () mean?		
1411	11	71	…จะช่วยให้คุณ(หลับสบายได้มากขึ้น)	...jà chûai hâi kun (làp sà-baai dâi mâak-kʉ̂n		…will help you (to sleep better).		
1412	12	71	ต้องหัด(พูดไทย)	dtɔ̂ng hàt (pûut tai) (		You)’ve got to practice/start (speaking Thai).		
1413	13	71	ถ้าไม่ใช่เพราะ(ฉัน)	tâa mâi-châi prɔ́ (chǎn)		If it wasn’t/weren’t for (me)…		
1414	14	71	ชัดเจนเลยว่า	... chát-jeen ləəi wâa...		Clearly… / Obviously…		
1415	15	71	ร้อนจะตาย(อยู่แล้ว)	rɔ́ɔn jà dtaai (yùu-lɛ́ɛo)		I’m so hot! / It’s so hot.		
1416	16	71	อยู่ได้ยังไง	yùu dâi yang-ngai		How can you stand it?! / How can you live (like that)?! / How can you stand being here?!		
1417	17	71	ไม่รู้หายไปไหน	mâi-rúu hǎai bpai nǎi		(I) don’t know where it went. / (I) don’t know where it disappeared to.		
1418	18	71	อย่าหลอกตัวเอง	yàa lɔ̀ɔk dtua-eeng		Don’t fool yourself. / Don’t kid yourself. / Don’t deceive yourself.		
1419	19	71	ต้องฟิตร่างกาย	dtɔ̂ng fít-râang-gaai		(I) gotta get in shape. / (I) gotta get fit.		
1420	20	71	(มัน)ต้องอย่างนี้(สิ)	(man) dtɔ̂ng yàang-níi (sì)		That’s it! / Way to go! (Good job—that’s the way to do it.)		
1421	1	72	ไม่ดีเลย(อ่ะ)	mâi-dii ləəi (à)		Not good. / That’s not good.	อ่ะ (à) is a shortened, informal form of ล่ะ (là).	
1422	2	72	มันอยู่ไหน	man yùu-nǎi		Where is it?		
1423	3	72	ฉันเลี้ยง(แมว)(สอง)ตัว	chǎn líang (mɛɛo) (sɔ̌ɔng) dtua		I have (two) (cats).		
1424	4	72	ขับรถไม่เป็น	kàp-rót mâi-bpen		I can’t drive.		
1425	5	72	เราอายุเท่ากัน	rao aa-yú tâo-gan		We’re the same age.		
1426	6	72	อายุแค่ (7) ขวบ	aa-yú kɛ̂ɛ (jèt) kùap (		She)’s only (7) years old.		
1427	7	72	มันเสียเวลา	man sǐa-wee-laa		It’s a waste of time.		
1428	8	72	ขอยืมหน่อย	kɔ̌ɔ yʉʉm nɔ̀i	INFORMAL	Can I borrow it? / Let me borrow it.		
1429	9	72	วันนี้เป็น(วันแห่งความรัก)	wan-níi bpen (wan hɛ̀ng kwaam-rák)		Today is (Valentine’s Day).		
1430	10	72	มีสิ(ครับ)	mii sì (kráp)		Yes, (I have one/some). / Sure.		
1431	11	72	ผมเข้าใจแล้ว	pǒm kâo-jai lɛ́ɛo		I understand (now).		
1432	12	72	ฉันทำงานทุกวัน(เลย)	chǎn tam-ngaan túk-wan (ləəi)		I work every day.		
1433	13	72	เขาไม่อยู่แล้ว	kǎo mâi-yùu lɛ́ɛo		He’s not here’s anymore.		
1434	14	72	ไม่รู้เธออยู่ไหน	mâi-rúu təə yùu-nǎi		I don’t know where she is.		
1435	15	72	จำง่าย(ดี)	jam ngâai (dii)		Easy to remember. / That’s easy to remember.		
1436	16	72	ไม่เห็นหรือ	mâi hěn rʉ̌ʉ		Don’t you see it? / Can’t you see it?		
1437	17	72	มาหาฉันหน่อยสิ	maa-hǎa chǎn nɔ̀i sì		Come and see me. / Come and visit me.		
1438	18	72	ฉันรู้สึกเหนื่อย	chǎn rúu-sʉ̀k nʉ̀ai		I feel tired.		
1439	19	72	เพลงเพราะ	pleeng prɔ́		(That) song’s nice. (sounds good) / Nice song.		
1440	20	72	มีความหมายดี	mii kwaam-mǎai dii		It has good meaning.		
1441	1	73	พูดยังไม่ทันจบ	pûut yang mâi-tan jòp		(I) haven’t finished talking yet! / (I) haven’t finished what I was going to say!		
1442	2	73	ไม่คิดหน้าคิดหลัง	mâi kít nâa kít lǎng		(She) just does it without thinking about the consequences! / (She)’s so rash! / (She) just goes ahead and does it without a second thought.		
1443	3	73	ดูภายนอก	... duu paai-nɔ̂ɔk…		Superficially… / Outwardly… / On the surface…		
1444	4	73	แต่ติดปัญหาตรง(ที่ว่า)	... dtɛ̀ɛ dtìt bpan-hǎa dtrong (tîi-wâa)…		But the problem is (that)…		
1445	5	73	มีกฎหมายข้อไหนไม่ให้(ถ่ายรูป)	mii gòt-mǎai kɔ̂ɔ nǎi mâi-hâi (tàai-rûup)		Is there a law against (taking pictures)?		
1446	6	73	ไม่ต้องน้อยใจ	mâi-dtɔ̂ng nɔ́ɔi-jai		Don’t feel slighted.		
1447	7	73	กินข้าวพร้อมหน้าพร้อมตา	gin-kâao prɔ́ɔm-naa-prɔ́ɔm-dtaa (		Having dinner) all together.		
1448	8	73	ไม่มีผู้ชายคนไหน(ชอบผู้หญิงขี้บ่น)	mâi-mii pûu-chaai kon-nǎi (chɔ̂ɔp pûu-yǐng kîi-bon)		No guy… (likes a woman who complains all the time).		
1449	9	73	ทำไมเรื่องแบบนี้ต้องเกิดขึ้นกับฉัน	tam-mai rʉ̂ang bɛ̀ɛp-níi dtɔ̂ng gə̀ət-kʉ̂n gàp chǎn		Why does this have to happen to me?!		
1450	10	73	ใช้เวลาให้คุ้มค่าที่สุด	chái-wee-laa hâi kúm-kâa tîi-sùt		Make the most of your time. / Make your time really matter.		
1451	11	73	ค่อยว่ากันอีกที	kɔ̂i wâa gan ìik tii		Let’s talk about it another time. / We can discuss it later.		
1452	12	73	มันไม่จบง่ายๆ	man mâi-jòp ngâai-ngâai		It ain't over 'til it's over! / It ain’t over ’til the Fat Lady sings! / It won’t be over so easily!		
1453	13	73	เวลาจะเยียวยาทุกอย่าง	wee-laa jà yiao-yaa túk-yàang	LITERARY	Time will heal everything.		
1454	14	73	ใช้เวลานานแค่ไหนกว่าจะ(เห็นผล)	chái-wee-laa naan kɛ̂ɛ-nǎi gwàa jà (hěn pǒn)		How long does it take before (you see results)?		
1455	15	73	(จะ)ไม่มีอะไรเหมือนเดิมอีกแล้ว	(jà) mâi-mii à-rai mʉ̌an-dəəm ìik lɛ́ɛo		Nothing will ever be the same again. / Nothing will be like it was before.		
1456	16	73	ใช้ได้บ้างไม่ได้บ้าง	chái-dâi bâang mâi-dâi bâang		Sometimes (it) works, sometimes it doesn’t.		
1457	17	73	มาถึงขนาดนี้แล้ว	... maa-tʉ̌ng kà-nàat-níi lɛ́ɛo…		(We)’ve come this far… / (You)’ve made it this far…		
1458	18	73	ผมต้องแบกรับภาระ	... pǒm dtɔ̂ng bɛ̀ɛk-ráp paa-rá...		I have to bear/carry the burden (of)…		
1459	19	73	หล่อนไม่สนใจอะไรเลยนอกจาก(เงิน)	lɔ̀n mâi sǒn-jai à-rai ləəi nɔ̂ɔk-jàak (ngən)		She’s not interested in anything except (money).		
1460	20	73	ผมจะทำอะไรได้	pǒm jà tam à-rai dâi		What can I do? (This is sarcastic and means you can’t do anything.)		
1461	1	74	เขาหุ่นดี(นะ)	kǎo hùn dii (ná)		He’s got a nice body. / She’s got a nice figure.		
1462	2	74	ฉันว่าอ้วนไปหน่อย	chǎn wâa ûan bpai-nɔ̀i		I think I’m a bit fat/overweight.		
1463	3	74	ไม่หรอก(ครับ)	mâi rɔ̀ɔk (kráp)		You are not. / No, (not at all). (disagreeing or clarifying)		
1464	4	74	มีรอยสักที่แขน	mii rɔɔi-sàk tîi kɛ̌ɛn		S/he has a tattoo on her arm.		
1465	5	74	ตอบ(ฉัน)มา(สิ)	dtɔ̀ɔp (chǎn) maa (sì)		Answer me!		
1466	6	74	ผมทำงานส่วนตัว	pǒm tam-ngaan sùan-dtua		I’m self-employed.		
1467	7	74	ฉัน(ก็)ใช้บ่อย	chǎn (gɔ̂ɔ) chái bɔ̀i		I use (it) a lot. / I often use (it).		
1468	8	74	เขาเป็นคนยังไง	kǎo bpen kon yang-ngai		What’s he like?		
1469	9	74	กินอะไรสักหน่อย	gin à-rai sàk-nɔ̀i		Eat something. / Have something to eat.		
1470	10	74	ให้เวลาอีก(ห้านาที)	hâi wee-laa ìik (hâa naa-tii)		Give it (5 more minutes).		
1471	11	74	คนไม่แน่น	kon mâi-nɛ̂n		It’s not crowded.		
1472	12	74	มีตั้งเยอะ	mii dtâng yə́		There are a lot of them! / There’s plenty.		
1473	13	74	ไม่มีมารยาท	mâi-mii maa-rá-yâat		You have no manners. / You’re being rude.	มารยาท (maa-rá-yâat) is also pronounced as man-rá-yâat or man-yâat.	
1474	14	74	ค่อยๆ(ค่ะ)	kɔ̂i-kɔ̂i (kà)		Easy! / (Go) slowly! / Gently!		
1475	15	74	เขาถูกรถชน	kǎo tùuk rót-chon		He was hit by a car.		
1476	16	74	เราเป็นเพื่อนสนิทตั้งแต่(เรียนมัธยม)	rao bpen pʉ̂an sà-nìt dtâng-dtɛ̀ɛ		(rian mát-tá-yom)/We’ve been close friends since (high school).		
1477	17	74	ผมไม่ได้โมโห	pǒm mâi-dâi moo-hǒo		I’m not angry!		
1478	18	74	มีอะไรแปลกๆ	mii à-rai bplɛ̀ɛk-bplɛ̀ɛk		There’s something strange (going on). / Something is off.		
1479	19	74	ไม่เห็นมีอะไร(เลย)	mâi-mii à-rai (ləəi) (		I) don’t see anything! / There’s nothing there!		
1480	20	74	หนูว่าเขาน่ารักดี	nǔu wâa kǎo nâa-rák dii		I think s/he’s cute.		
1481	1	75	โทษที่ไม่ได้บอก	tôot tîi mâi-dâi bɔ̀ɔk	INFORMAL	Sorry I didn’t tell you.		
1482	2	75	ยกเลิก(ไป)แล้ว	yók-lə̂ək (bpai) lɛ́ɛo (		It) was cancelled. / (It) was called off.		
1483	3	75	เขาขยันทำงาน	kǎo kà-yǎn tam-ngaan		He’s very hard-working. / He works very hard.		
1484	4	75	ต้องทำโอที	dtɔ̂ng tam-oo-tii (	INFORMAL	I) have to work overtime. / (I) had to work overtime.	More formally overtime is ทำงานนอกเวลา (tam-ngaan nɔ̂ɔk-wee-laa).	
1485	5	75	พูดแบบนี้ได้ยังไง	pûut bɛ̀ɛp-níi dâi yang-ngai		How can you say that? / How can you talk that way?		
1486	6	75	(10) กว่าปี	(sìp) gwàa bpii		For over (10) years. / More than (10) years.		
1487	7	75	เจอ(ได้)บ่อย	jəə (dai) bɔ̀i (		It)’s common. / You come across (it) a lot.		
1488	8	75	ฉันไม่ได้คิดไปเอง	chǎn mâi-dâi kít bpai eeng		I wasn’t just imagining. / I wasn’t just my imagination. / It wasn’t all in my head.		
1489	9	75	หนูคิดถึงคุณพ่อคุณแม่(มาก)	nǔu kít-tʉ̌ng kun-pɔ̂ɔ kun-mɛ̂ɛ (mâak)		I (really) miss my parents! / I (really) miss my mother and father!		
1490	10	75	หูจะแตก	hǔu jà dtɛ̀ɛk		My eardrums are gonna burst! / I’m gonna go deaf!		
1491	11	75	คุณซื้ออะไรให้เขา	kun sʉ́ʉ à-rai hâi kǎo		What did you get him?		
1492	12	75	ผมเป็นคนต่างจังหวัด	pǒm bpen kon dtàang-jang-wàt		I’m from another province. / I’m from a rural province. / I’m a country boy.		
1493	13	75	พอกินได้	pɔɔ-gin-dâi		It’s edible. / I can eat it. (I don’t like it so much, but that’s okay.)		
1494	14	75	…ไม่เท่ากัน	...mâi tâo-gan		They’re not equal. / It’s unequal.		
1495	15	75	งานแรกที่ทำคือ(ล้างจาน)	ngaan rɛ̂ɛk tîi tam kʉʉ (láang-jaan)		My first job was (washing dishes). / I first worked as (a dishwasher).		
1496	16	75	เขาไม่มีการศึกษา	kǎo mâi mii gaan-sʉ̀k-sǎa		He’s uneducated. / He didn’t have an education.		
1497	17	75	โง่สุดๆ	ngôo sùt-sùt		So stupid! / You’re an idiot! / You’re really dumb!		
1498	18	75	ฉันไม่ได้แต่งหน้า(เลย)	chǎn mâi-dâi dtɛ̀ng-nâa (ləəi)		I’m not wearing any makeup. / I didn’t put on any makeup.		
1499	19	75	พูดใหม่สิ	pûut mài sì	INFORMAL	Say again. / Come again.		
1500	20	75	เชื่อ(ผม)หรือยัง	chʉ̂a (pǒm) rʉ̌ʉ-yang		Now do you believe me? / Do you believe me now?		
