sentenceId	thai	phonetic	english	level
223-19.	ถ้าไม่ใช่(คุณ)แล้วจะเป็นใคร 	ANGRY/STRONG tâa mâi-châi (kun)  lɛ́ɛo jà bpen krai	" If it wasn’t (you), then who was/did it? (who was it	low-advanced
223-20.	ข้ามศพ(ฉัน)ไปก่อน 	kâam-sòp-(chǎn)-bpai-gɔ̀ɔn	 Over my dead body! 	low-advanced
226-1.	(มัน)อยู่ในสายเลือด 	(man) yùu-nai sǎai-lʉ̂at	 It’s in my blood. / It runs in the family. 	low-advanced
226-2.	วันๆไม่ทำอะไรเลย (เอาแต่นอนเฉยๆ) 	wan-wan mâi tam à-rai ləəi  (ao-dtɛ̀ɛ nɔɔn chə̌əi-chə̌əi)	 She doesn’t do anything all day (just sleeps).	low-advanced
226-3.	โดนรุม(กระทืบ) 	doon rum (grà-tʉ̂ʉp)	 He was mobbed (and stomped on). / She was surrounded (and stomped on).	low-advanced
226-4.	เดี๋ยว(กู)ตบปากแตก 	ANGRY dǐao (guu) dtòp-bpàak-dtɛ̀ɛk	 I’m gonna give you a fat lip! / I’m gonna split your mouth open!	low-advanced
226-5.	ได้รับการแต่งตั้งเป็น(กัปตันทีม) 	dâi-ráp gaan-dtɛ̀ng bpen (gàp-dtan tiim)	 (He) was appointed/named as (team Captain).	low-advanced
226-6.	สร้างความเสียหายอย่างมาก/หนัก 	FORMAL sâang kwaam-sǐa-hǎai  yàang-mâak/nàk	 (It) caused a lot of damage. / (It) brought about great devastation.	low-advanced
226-7.	ได้รับการชื่นชมว่า(รับมือวิกฤตได้อย่างดี) 	dâi-ráp gaan-chʉ̂ʉn-chon wâa (ráp-mʉʉ wí-grìt dâi-yàang-dii)	 (He) was praised/commended for (dealing with the crisis well). 	low-advanced
226-8.	บุคลากรทางการ(แพทย์) 	FORMAL bùk-ká-laa-gɔɔn taang-gaan (pɛ̂ɛt)	 (medical) personnel	low-advanced
226-9.	เขาบอกกับคนใกล้ชิดว่า(เราจะกลับมาอีก) 	kǎo bɔ̀ɔk gàp kon glâi-chít wâa (rao jà glàp-maa ìik)	 He told those close to him (I’ll be back again/he’d be back again).	low-advanced
226-10.	สงบสติอารมณ์ไว้ 	SEMI-LITERARY sà-ngòp sà-dtì-aa-rom wái	 Calm down!	low-advanced
226-11.	ท่านได้รับมอบหมายให้(มาตรวจความเรียบร้อยของโรงแรม) 	FORMAL  tân dâi-ráp mɔ̂ɔp-mǎai hâi (maa dtrùat kwaam-rîap-rɔ́ɔi kɔ̌ɔng roong-rɛɛm)	 He’s been assigned to (come and inspect tidiness the of the hotel).	low-advanced
226-12.	…ยังคงดำเนินต่อไป 	FORMAL ...yang-kong dam-nəən dtɔ̀ɔ-bpai	 … continues (on). / … is still ongoing. /… goes on.	low-advanced
226-13.	…แต่ไม่สบโอกาส(...) 	LITERARY ...dtɛ̀ɛ mâi sòp-oo-gàat (…)	 …but I haven’t had an opportunity/a chance (…)	low-advanced
226-14.	(อินเดีย)ได้รับเอกราช 	(in-dia) dâi-ráp èek-gà-râat	 (India) gained independence/became autonomous.	low-advanced
226-15.	เกิดการรัฐประหาร 	FORMAL gə̀ət gaan-rát-tà-bprà-hǎan	 A coup took place. / There was a coup d’etat.	low-advanced
226-16.	อย่างที่ทุกคนทราบกันดี... 	FORMAL yàang-tîi túk-kon sâap-gan-dii...	 As everyone knows…	low-advanced
226-17.	ขึ้นอยู่กับว่าคุณ(ไป)ถามใคร 	kʉ̂n-yùu-gàp wâa kun (bpai) tǎam krai	 It/that depends on who you ask. (you will get varying answers to the  same question)	low-advanced
226-18.	จะเอาแรงที่ไหน(ไปวิ่งตั้ง 42 กิโลเมตร) 	jà ao rɛɛng tîi-nǎi (bpai wîng  dtâng sìi-sìp gì-loo-méet)	 Where am I gonna get/find the strength (to run 42 kilometers)!!	low-advanced
226-19.	อย่าหาว่า(กู)ไม่เตือน 	ANGRY/WARNING yàa hǎa-wâa (guu) mâi dtʉan	 Don’t say I didn’t warn you!	low-advanced
226-20.	ฉุดไม่อยู่แล้ว 	chùt mâi-yùu lɛ́ɛo	 Unstoppable! / He’s unstoppable! 	low-advanced
229-1.	ไม่อายชาวบ้านหรือ 	mâi aai chaao-bâan rʉ̌ʉ	 Have you no shame?! / Aren’t you ashamed of what people around you  will say/think?! 	low-advanced
229-2.	ใช้ให้เป็นประโยชน์ 	chái hâi bpen-bprà-yòot	 Make the most of (it). / Make good use of (it).	low-advanced
229-3.	(ย้อนกลับมา)ที่จุดเกิดเหตุ 	(yɔ́ɔn-glàp maa) tîi-jùt-gə̀ət-hèet	 (He returned) to the scene of the crime. / (They went back) to where the accident  took place.	low-advanced
229-4.	ต้องชดใช้กรรม 	SEMI-LITERARY dtɔ̂ng chót-chái gam	 (You) have to pay for your sins. / (You) must pay for what you’ve done.	low-advanced
229-5.	(หวาน)กำลังพอดี 	(wǎan) gam-lang-pɔɔ-dii	 It’s just the right (sweetness). / The (sweetness) is perfect.	low-advanced
229-6.	เป็นการดีสำหรับ(ทุกคน) 	FORMAL bpen gaan-dii sǎm-ràp (túk-kon)	 It’s good for (everyone). / It’s a good thing (for everyone).	low-advanced
229-7.	มันเป็นเรื่องความเป็นความตาย 	man bpen rʉ̂ang kwaam-bpen kwaam-dtaai	 It’s a matter of life and death. / It’s a critical situation.	low-advanced
229-8.	รีบทำก่อนที่(จะสาย) 	rîip tam gɔ̀ɔn tîi (jà sǎai)	 Hurry and do it (before it’s too late).	low-advanced
229-9.	(พวกเขา)เป็นคนรักสงบ 	(pûak-kǎo) bpen kon rák sà-ngòp	 (They)’re a peace-loving people. / (They)’re peaceful. 	low-advanced
229-10.	(มึง)จะแหกปากทำไม(วะ) 	STRONG (mʉng) jà hɛ̀ɛk-bpàak tam-mai (wá)	 Why are you screamin’ your head off?! / Why are you shouting like that!?	low-advanced
229-11.	ชักจะหมดความอดทนแล้ว 	chák jà mòt kwaam-òt-ton lɛ́ɛo	 (I)’m starting to run out of patience!	low-advanced
229-12.	เขาประจำอยู่ที่(อินเดีย) 	kǎo bprà-jam yùu-tîi (in-dia)	 He was stationed in India. / She’s based in India. / He’s working in India (now). 	low-advanced
229-13.	ออกฤทธิ์เร็ว 	ɔ̀ɔk-rít reo	 (It)’s fast-acting. / (It)’s rapid-acting. / (It) takes effect quickly. (of medicines  mostly)	low-advanced
229-14.	วิ่งหน้าตาตื่น 	wîng nâa-dtaa dtʉ̀ʉn	 (He) ran with a startled/shocked look on (his) face.	low-advanced
229-15.	(มัน)เลยเถิดไปใหญ่(แล้ว) 	INFORMAL (man) ləəi-tə̀ət bpai-yài (lɛ́ɛo)	 This has really gotten out of hand! / Things have really gotten out of control!	low-advanced
229-16.	ถ้าเอาเรื่องนี้ไปบอกใคร 	tâa ao rʉ̂ang níi bpai bɔ̀ɔk krai	 If (you) tell anyone about this… (given as a warning or threat)	low-advanced
229-17.	มีเงินมากแค่ไหนก็ซื้อ(ความสุข)ไม่ได้ 	mii ngən mâak-kɛ̂ɛ-nǎi gɔ̂ɔ sʉ́ʉ (kwaam-sùk) mâi-dâi	 No matter how much money you have, you can’t buy (happiness). / No amount of  money can buy (happiness).	low-advanced
229-18.	ผมหิวไส้จะขาด(อยู่)(แล้ว) 	INFORMAL/IDIOMATIC pǒm hǐu sâi jà kàat  (yùu) (lɛ́ɛo)	 I’m famished! / I’m starving!	low-advanced
229-19.	ต้องไปดูให้เห็นกับตา 	dtɔ̂ng bpai duu hâi hěn-gàp-dtaa	 I gotta go see (it) with my own two eyes! / You have to see it for yourself!	low-advanced
229-20.	อย่างนั้นแหละ 	yàang-nán lɛ̀	 There you go! / That’s the way! / That’s how to do it! / Yeah, like that! 	low-advanced
234-1.	ผมไม่ได้ตั้งใจให้(มัน)เป็นแบบนี้ 	pǒm mâi-dâi dtâng-jai hâi (man)  bpen bɛ̀ɛp-níi	 I never intended for it to be like this. / I didn’t mean for it to turn out this way. 	low-advanced
234-2.	อะไรกันนักกันหนา 	INFORMAL/IDIOMATIC à-rai gan nák gan nǎa	 What’s the big deal?! / What the heck?!	low-advanced
234-3.	(ฉัน)จะรอจนวินาทีสุดท้าย 	(chǎn) jà rɔɔ jon wí-naa-tii sùt-táai	 (I)’ll wait until the very last moment/second.	low-advanced
234-4.	เดี๋ยวก็(เข้าคุก)หรอก 	dǐao gɔ̂ɔ (kâo-kúk) rɔ̀ɔk	 Watch out or (you’ll go to jail)! / Be careful— (you’ll be thrown in prison)!	low-advanced
234-5.	ไม่อยากนั่งๆ นอนๆ (อยู่บ้านเฉยๆ) 	mâi-yàak nâng-nâng nɔɔn-nɔɔn  (yùu bâan chə̌əi-chə̌əi)	 (I) don’t wanna just sit around (at home). / (I) don’t want to sit around and do  nothing (at home).	low-advanced
234-6.	พ่อบอกกี่ครั้งแล้วว่า(มันอันตรายมาก) 	pɔ̂ɔ bɔ̀ɔk gìi kráng lɛ́ɛo wâa (man an-dtà-raai mâak)	 How many times have I told you (that’s dangerous)! / How many times do I have  to tell you (that’s dangerous)!	low-advanced
234-7.	เขายื่นจดหมายลาออก 	kǎo yʉ̂ʉn jòt-mǎai-laa-ɔ̀ɔk	 He handed/submitted/gave his letter of resignation.	low-advanced
234-8.	กลิ่น(มัน)ยังติดจมูก(อยู่) 	glìn (man) yang dtìt jà-mùuk (yùu)	 The smell’s still stuck in my nose!	low-advanced
234-9.	จะพูดหรือไม่พูดดี 	jà pûut rʉ̌ʉ mâi pûut dii	 Should (I) say it or not?	low-advanced
234-10.	อย่าโยนความผิดให้... 	yàa yoon-kwaam-pìt-hâi...	 Don’t put the blame on… / Don’t blame it on…	low-advanced
234-11.	เพื่อความปลอดภัย... 	pʉ̂a kwaam-bplɔ̀ɔt-pai...	 Just to be safe… / To be on the safe side… / For safety’s sake… /  As a precaution…	low-advanced
234-12.	…จะได้ไม่มีใครสงสัย 	...jà dâi mâi-mii-krai sǒng-sǎi	 …so no one will be suspicious. / …so nobody will suspect (you).	low-advanced
234-13.	…จะได้หายไวๆ 	...jà dâi hǎai wai-wai	 …so you’ll get better soon. / …so you’ll heal quickly. / so it’ll heal quickly.	low-advanced
234-14.	เตรียมไว้ให้แล้ว 	dtriam wái hâi lɛ́ɛo	 She’s got them all ready for you. / He’s prepared them for you already. 	low-advanced
234-15.	ผื่นขึ้นเต็ม(หน้า) 	pʉ̀ʉn kʉ̂n dtem (nâa	 A rash broke out all over my (face). / I have a rash all over my (face).	low-advanced
234-16.	(กู)คงตายไปนานแล้ว 	(guu) kong dtaai bpai naan lɛ́ɛo	 (I) would have died a long time ago! / (I) would have been dead already!	low-advanced
234-17.	ช่วยให้ชุ่มคอ 	chûai hâi chûm kɔɔ	 (It) moistens your throat. (throat lozenges, herbal tea, etc.)	low-advanced
234-18.	(เธอ)รู้ตัวไหมว่าพูดอะไรออกมา 	(təə) rúu-dtua mǎi wâa pûut à-rai  ɔ̀ɔk maa	 Do you know what (you’re) saying?!	low-advanced
234-19.	ผม(ก็)จนปัญญา(...) 	IDIOMATIC pǒm (gɔ̂ɔ) jon-bpan-yaa (…)	 I’m at my wit’s end… / I don’t know what to do! / I’m at a loss.	low-advanced
234-20.	ยังตัดไม่ขาด 	yang dtàt-mâi-kàat	 I can’t forget her. / She can’t let go of him.	low-advanced
236-1.	เป็น(พ่อ)ประสาอะไร 	ANGRY bpen (pɔ̂ɔ) bprà-sǎa à-rai	 What kind of (father) are you?! 	low-advanced
236-2.	เกลียดขี้หน้าเขา 	glìat kîi-nâa kǎo	 (I) hate his guts! / (I) can’t stand the sight of her!	low-advanced
236-3.	ตั้งแต่เช้ายันเย็น 	LITERARY dtâng-dtɛ̀ɛ cháao yan yen	" from morning until evening	low-advanced
236-4.	เปิดให้บริการแล้ว 	bpə̀ət hâi bɔɔ-rí-gaan lɛ́ɛo	 We’re open for business. / It’s open now. 	low-advanced
236-5.	ได้เลื่อนขั้นเป็น(ผู้จัดการ) 	dâi lʉ̂an-kân bpen (pûu-jàt-gaan)	 She was promoted to (Manager). / He moved up to (Manager).	low-advanced
236-6.	ไม่มีประโยชน์กับใคร 	mâi-mii bprà-yòot gàp krai	 It does no one any good. / It’s useless to anyone. / That doesn’t benefit anyone.	low-advanced
236-7.	ไม่มีวันไหน(เลย)ที่ไม่คิดถึง 	mâi-mii-wan nǎi (ləəi) tîi mâi kít-tʉ̌ng	 Not a day passes by that I don’t miss you! / There will never be a day that I won't  think of you! / There has never been a day that I didn’t miss you!	low-advanced
236-8.	หมดหนทางแล้ว 	SEMI-LITERARY mòt hǒn-taang lɛ́ɛo	 We’ve lost all hope! / We’re at a dead end! / He’s at the end of his rope!	low-advanced
236-9.	ไม่ทันระวัง 	mâi-tan rá-wang	 He was careless. / He was caught off guard. / She was (driving) carelessly.  (used mainly for accidents)	low-advanced
236-10.	(…)ย้ำแล้วย้ำอีก(...)  	(…)yám lɛ́ɛo yám ìik (…)	 over and over again / repeatedly (repeat or emphasize something)	low-advanced
236-11.	มีส่วนประกอบหลักคือ... 	mii sùan-bprà-gɔ̀ɔp làk kʉʉ...	 The main ingredients are… / The primary components are…	low-advanced
236-12.	ฉันจะไปดูว่า... 	chǎn jà bpai duu wâa...	 I’m gonna go check… / I’m gonna go see…	low-advanced
236-13.	(มัน)จะส่งผลไปถึง... 	FORMAL (man) jà sòng-pǒn bpai tʉ̌ng...	 (It) will have an effect on… / (It) will affect…	low-advanced
236-14.	…จนลมหายใจสุดท้าย 	LITERARY ...jon lom-hǎai-jai sùt-táai	 …until the last breath. / …until my last breath.	low-advanced
236-15.	เขา(ป่วย)นอนซม 	kǎo (bpùai) nɔɔn-som	 She’s as sick as a dog. / He’s laid up in bed. / She’s bedridden. 	low-advanced
236-16.	ไม่ได้อยากให้เรื่อง(มัน)เป็นแบบนี้ 	mâi-dâi yàak hâi rʉ̂ang (man)  bpen bɛ̀ɛp-níi	 I didn’t want it to be this way. / She didn’t want things to turn out like this.	low-advanced
236-17.	อยากจะฆ่า(มัน)ให้ตายคามือ 	IDIOMATIC yàak jà kâa (man) hâi dtaai kaamʉʉ	 (I) wanna kill him with my own two hands! 	low-advanced
236-18.	เขาไม่ได้ไปตามนัด 	kǎo mâi-dâi bpai dtaam-nát	 He failed to show up. / She failed to keep her appointment. / He stood them up.	low-advanced
236-19.	ต้องทำมาหากิน 	IDIOMATIC dtɔ̂ng tam-maa-hǎa-gin	 I have to make a living. / She must earn a living.	low-advanced
236-20.	ละสายตาไม่ได้ 	lá-sǎai-dtaa mâi-dâi	 I can’t take my eyes off her! / She can’t stop looking at him! 	low-advanced
237-1.	ประเมินค่าไม่ได้ 	bprà-məən-kâa mâi-dâi	 It’s priceless. / It’s invaluable. 	low-advanced
237-2.	เขาอัธยาศัยดี 	SEMI-LITERARY kǎo àt-tá-yaa-sǎi dii	 She’s very good natured. / He’s so nice and friendly. 	low-advanced
237-3.	หน้ามืดคล้ายจะเป็นลม 	nâa-mʉ̂ʉt kláai jà bpen-lom	 (I)’m feeling faint. / I feel like I’m going to pass out.	low-advanced
237-4.	ไม่มีใครเสียเปรียบ 	mâi-mii-krai sǐa-bprìap	 No one’s at a disadvantage.	low-advanced
237-5.	ไม่ต้องพิธีรีตอง(อะไรมาก) 	mâi-dtɔ̂ng pí-tii-ri-dtɔɔng (à-rai mâak)	 No need to be so formal. / No need for such formalities.	low-advanced
237-6.	ต้องลงมือทำอะไร(สักอย่าง) 	dtɔ̌ng long-mʉʉ tam à-rai (sàk-yàang)	 (We) have to do something. / Something has to be done.	low-advanced
237-7.	เขาตั้งอกตั้งใจฟัง 	SEMI-LITERARY kǎo dtâng-òk-dtâng-jai fang	 He was all ears. / He listened intently. 	low-advanced
237-8.	ไม่รู้ว่าใครอยู่เบื้องหลัง 	mâi-rúu wâa krai yùu bʉ̂ang-lǎng	 (We) don’t know who’s behind it.	low-advanced
